From	To	Species	Gene Name
LOC111105600	111105600	Crassostrea virginica	xanthine dehydrogenase/oxidase-like(LOC111105600)
LOC111106930	111106930	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106930)
LOC111106931	111106931	Crassostrea virginica	uncharacterized LOC111106931(LOC111106931)
LOC111106932	111106932	Crassostrea virginica	uncharacterized LOC111106932(LOC111106932)
LOC111118905	111118905	Crassostrea virginica	mismatch repair endonuclease PMS2-like(LOC111118905)
LOC111118904	111118904	Crassostrea virginica	uncharacterized LOC111118904(LOC111118904)
LOC111118909	111118909	Crassostrea virginica	E3 ubiquitin-protein ligase SMURF2-like(LOC111118909)
LOC111118908	111118908	Crassostrea virginica	polycystin-2-like(LOC111118908)
LOC111118907	111118907	Crassostrea virginica	methylated-DNA--protein-cysteine methyltransferase-like(LOC111118907)
LOC111106927	111106927	Crassostrea virginica	alpha-L-fucosidase-like(LOC111106927)
LOC111106928	111106928	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106928)
LOC111106929	111106929	Crassostrea virginica	alpha-L-fucosidase-like(LOC111106929)
LOC111106920	111106920	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106920)
LOC111106921	111106921	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106921)
LOC111106925	111106925	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106925)
LOC111106926	111106926	Crassostrea virginica	plasma alpha-L-fucosidase-like(LOC111106926)
LOC111118938	111118938	Crassostrea virginica	uncharacterized LOC111118938(LOC111118938)
LOC111117607	111117607	Crassostrea virginica	trichohyalin-like(LOC111117607)
LOC111118937	111118937	Crassostrea virginica	uncharacterized LOC111118937(LOC111118937)
LOC111118935	111118935	Crassostrea virginica	transmembrane protein 68-like(LOC111118935)
LOC111118934	111118934	Crassostrea virginica	octopine dehydrogenase-like(LOC111118934)
LOC111118933	111118933	Crassostrea virginica	uncharacterized LOC111118933(LOC111118933)
LOC111118932	111118932	Crassostrea virginica	FRAS1-related extracellular matrix protein 1-like(LOC111118932)
LOC111106951	111106951	Crassostrea virginica	serine/threonine-protein kinase PAK 3-like(LOC111106951)
LOC111117608	111117608	Crassostrea virginica	peroxisomal membrane protein 11C-like(LOC111117608)
LOC111118939	111118939	Crassostrea virginica	uncharacterized LOC111118939(LOC111118939)
LOC111105624	111105624	Crassostrea virginica	coatomer subunit beta-like(LOC111105624)
LOC111106952	111106952	Crassostrea virginica	uncharacterized LOC111106952(LOC111106952)
LOC111106953	111106953	Crassostrea virginica	centrosomal protein of 41 kDa-like(LOC111106953)
LOC111106954	111106954	Crassostrea virginica	mesoderm-specific transcript protein-like(LOC111106954)
LOC111106955	111106955	Crassostrea virginica	mitochondrial inner membrane protease subunit 2-like(LOC111106955)
LOC111106956	111106956	Crassostrea virginica	uncharacterized LOC111106956(LOC111106956)
LOC111106958	111106958	Crassostrea virginica	E3 ubiquitin-protein ligase Trim36-like(LOC111106958)
LOC111118927	111118927	Crassostrea virginica	uncharacterized LOC111118927(LOC111118927)
LOC111118925	111118925	Crassostrea virginica	unconventional myosin-VIIa-like(LOC111118925)
LOC111118924	111118924	Crassostrea virginica	fatty acid synthase-like(LOC111118924)
LOC111118921	111118921	Crassostrea virginica	uncharacterized LOC111118921(LOC111118921)
LOC111118920	111118920	Crassostrea virginica	structural maintenance of chromosomes protein 6-like(LOC111118920)
LOC111105617	111105617	Crassostrea virginica	protein TFG-like(LOC111105617)
LOC111106949	111106949	Crassostrea virginica	serine/threonine-protein kinase PAK 1-like(LOC111106949)
LOC111106944	111106944	Crassostrea virginica	uncharacterized LOC111106944(LOC111106944)
LOC111106945	111106945	Crassostrea virginica	protein SET-like(LOC111106945)
LOC111118959	111118959	Crassostrea virginica	nuclear factor 1 X-type-like(LOC111118959)
LOC111106973	111106973	Crassostrea virginica	multiple epidermal growth factor-like domains protein 6(LOC111106973)
LOC111104311	111104311	Crassostrea virginica	uncharacterized LOC111104311(LOC111104311)
LOC111129611	111129611	Crassostrea virginica	uncharacterized LOC111129611(LOC111129611)
LOC111104317	111104317	Crassostrea virginica	uncharacterized LOC111104317(LOC111104317)
LOC111129613	111129613	Crassostrea virginica	uncharacterized LOC111129613(LOC111129613)
LOC111104315	111104315	Crassostrea virginica	histone-binding protein RBBP4(LOC111104315)
LOC111104314	111104314	Crassostrea virginica	isobutyryl-CoA dehydrogenase, mitochondrial-like(LOC111104314)
LOC111104313	111104313	Crassostrea virginica	rab-like protein 3(LOC111104313)
LOC111117620	111117620	Crassostrea virginica	uncharacterized LOC111117620(LOC111117620)
LOC111106978	111106978	Crassostrea virginica	E3 ubiquitin-protein ligase TRIM39-like(LOC111106978)
LOC111118949	111118949	Crassostrea virginica	uncharacterized LOC111118949(LOC111118949)
LOC111118948	111118948	Crassostrea virginica	uncharacterized LOC111118948(LOC111118948)
LOC111118946	111118946	Crassostrea virginica	beta-1,3-N-acetylglucosaminyltransferase lunatic fringe-like(LOC111118946)
LOC111118945	111118945	Crassostrea virginica	RB1-inducible coiled-coil protein 1-like(LOC111118945)
LOC111106960	111106960	Crassostrea virginica	uncharacterized LOC111106960(LOC111106960)
LOC111118943	111118943	Crassostrea virginica	uncharacterized LOC111118943(LOC111118943)
LOC111118942	111118942	Crassostrea virginica	putative nuclease HARBI1(LOC111118942)
LOC111129620	111129620	Crassostrea virginica	uncharacterized LOC111129620(LOC111129620)
LOC111117619	111117619	Crassostrea virginica	uncharacterized LOC111117619(LOC111117619)
LOC111130607	111130607	Crassostrea virginica	thyroid adenoma-associated protein homolog(LOC111130607)
LOC111130617	111130617	Crassostrea virginica	protein SDE2 homolog(LOC111130617)
LOC111129627	111129627	Crassostrea virginica	uncharacterized LOC111129627(LOC111129627)
LOC111104306	111104306	Crassostrea virginica	uncharacterized LOC111104306(LOC111104306)
LOC111129629	111129629	Crassostrea virginica	uncharacterized LOC111129629(LOC111129629)
LOC111105636	111105636	Crassostrea virginica	pyridoxal kinase-like(LOC111105636)
LOC111130613	111130613	Crassostrea virginica	uncharacterized LOC111130613(LOC111130613)
LOC111105633	111105633	Crassostrea virginica	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1-like(LOC111105633)
LOC111104302	111104302	Crassostrea virginica	tyrosine-protein kinase JAK2-like(LOC111104302)
LOC111118940	111118940	Crassostrea virginica	uncharacterized LOC111118940(LOC111118940)
LOC111106964	111106964	Crassostrea virginica	uncharacterized LOC111106964(LOC111106964)
LOC111106966	111106966	Crassostrea virginica	separin-like(LOC111106966)
LOC111117646	111117646	Crassostrea virginica	uncharacterized LOC111117646(LOC111117646)
LOC111106992	111106992	Crassostrea virginica	alpha-aminoadipic semialdehyde synthase, mitochondrial-like(LOC111106992)
LOC111118977	111118977	Crassostrea virginica	zinc finger ZZ-type and EF-hand domain-containing protein 1-like(LOC111118977)
LOC111106994	111106994	Crassostrea virginica	uncharacterized LOC111106994(LOC111106994)
LOC111118975	111118975	Crassostrea virginica	kinesin-like protein KIN-7I(LOC111118975)
LOC111103001	111103001	Crassostrea virginica	chorion peroxidase-like(LOC111103001)
LOC111103000	111103000	Crassostrea virginica	protein NPAT-like(LOC111103000)
LOC111104330	111104330	Crassostrea virginica	histone-binding protein RBBP4(LOC111104330)
LOC111103006	111103006	Crassostrea virginica	uncharacterized LOC111103006(LOC111103006)
LOC111104335	111104335	Crassostrea virginica	tyrosine-protein kinase JAK2-like(LOC111104335)
LOC111116311	111116311	Crassostrea virginica	mRNA-capping enzyme-like(LOC111116311)
LOC111118973	111118973	Crassostrea virginica	spindle pole body component 110-like(LOC111118973)
LOC111117641	111117641	Crassostrea virginica	beta-hexosaminidase-like(LOC111117641)
LOC111118971	111118971	Crassostrea virginica	AP-1 complex subunit mu-1(LOC111118971)
LOC111118970	111118970	Crassostrea virginica	coiled-coil domain-containing protein 78-like(LOC111118970)
LOC111116306	111116306	Crassostrea virginica	uncharacterized LOC111116306(LOC111116306)
LOC111118968	111118968	Crassostrea virginica	uncharacterized protein K02A2.6-like(LOC111118968)
LOC111106980	111106980	Crassostrea virginica	ankyrin repeat domain-containing protein 26-like(LOC111106980)
LOC111116305	111116305	Crassostrea virginica	uncharacterized LOC111116305(LOC111116305)
LOC111118966	111118966	Crassostrea virginica	ERI1 exoribonuclease 3-like(LOC111118966)
LOC111118964	111118964	Crassostrea virginica	zinc finger FYVE domain-containing protein 16-like(LOC111118964)
LOC111131917	111131917	Crassostrea virginica	serine/threonine-protein kinase 38-like(LOC111131917)
LOC111104327	111104327	Crassostrea virginica	MAM and LDL-receptor class A domain-containing protein 2-like(LOC111104327)
LOC111129602	111129602	Crassostrea virginica	uncharacterized LOC111129602(LOC111129602)
LOC111129601	111129601	Crassostrea virginica	VWFA and cache domain-containing protein 1-like(LOC111129601)
LOC111104324	111104324	Crassostrea virginica	ATP-dependent DNA helicase Q-like SIM(LOC111104324)
LOC111129603	111129603	Crassostrea virginica	tankyrase-like protein(LOC111129603)
LOC111104323	111104323	Crassostrea virginica	uncharacterized LOC111104323(LOC111104323)
LOC111117631	111117631	Crassostrea virginica	uncharacterized LOC111117631(LOC111117631)
LOC111118963	111118963	Crassostrea virginica	aspartate--tRNA ligase, cytoplasmic-like(LOC111118963)
LOC111106985	111106985	Crassostrea virginica	contactin-2-like(LOC111106985)
LOC111115008	111115008	Crassostrea virginica	uncharacterized LOC111115008(LOC111115008)
LOC111115005	111115005	Crassostrea virginica	galactoside 2-alpha-L-fucosyltransferase 1-like(LOC111115005)
LOC111117669	111117669	Crassostrea virginica	beta-lactamase domain-containing protein 2-like(LOC111117669)
LOC111118999	111118999	Crassostrea virginica	uncharacterized LOC111118999(LOC111118999)
LOC111115006	111115006	Crassostrea virginica	F-box/LRR-repeat protein 17-like(LOC111115006)
LOC111105686	111105686	Crassostrea virginica	putative helicase MOV-10(LOC111105686)
LOC111103024	111103024	Crassostrea virginica	uncharacterized LOC111103024(LOC111103024)
LOC111104354	111104354	Crassostrea virginica	C2 domain-containing protein 5-like(LOC111104354)
LOC111103021	111103021	Crassostrea virginica	phenylalanine-4-hydroxylase-like(LOC111103021)
LOC111105684	111105684	Crassostrea virginica	uncharacterized LOC111105684(LOC111105684)
LOC111104353	111104353	Crassostrea virginica	uncharacterized LOC111104353(LOC111104353)
LOC111103020	111103020	Crassostrea virginica	uncharacterized LOC111103020(LOC111103020)
LOC111104350	111104350	Crassostrea virginica	MAM and LDL-receptor class A domain-containing protein 1-like(LOC111104350)
LOC111128329	111128329	Crassostrea virginica	activating signal cointegrator 1-like(LOC111128329)
LOC111130649	111130649	Crassostrea virginica	3-hydroxyanthranilate 3,4-dioxygenase-like(LOC111130649)
LOC111103029	111103029	Crassostrea virginica	uncharacterized LOC111103029(LOC111103029)
LOC111130647	111130647	Crassostrea virginica	mucin-like protein(LOC111130647)
LOC111129657	111129657	Crassostrea virginica	uncharacterized LOC111129657(LOC111129657)
LOC111104359	111104359	Crassostrea virginica	probable C-mannosyltransferase DPY19L3(LOC111104359)
LOC111130645	111130645	Crassostrea virginica	Bloom syndrome protein homolog(LOC111130645)
LOC111105689	111105689	Crassostrea virginica	uncharacterized LOC111105689(LOC111105689)
LOC111104358	111104358	Crassostrea virginica	uncharacterized LOC111104358(LOC111104358)
LOC111128328	111128328	Crassostrea virginica	F-box/WD repeat-containing protein 5-like(LOC111128328)
LOC111129659	111129659	Crassostrea virginica	protocadherin Fat 4-like(LOC111129659)
LOC111130644	111130644	Crassostrea virginica	lysocardiolipin acyltransferase 1-like(LOC111130644)
LOC111105688	111105688	Crassostrea virginica	SRSF protein kinase 1-like(LOC111105688)
LOC111128327	111128327	Crassostrea virginica	3-hydroxy-3-methylglutaryl-coenzyme A reductase-like(LOC111128327)
LOC111103026	111103026	Crassostrea virginica	ankyrin repeat domain-containing protein 50-like(LOC111103026)
LOC111105687	111105687	Crassostrea virginica	uncharacterized LOC111105687(LOC111105687)
LOC111116333	111116333	Crassostrea virginica	uncharacterized metal-dependent hydrolase YcfH-like(LOC111116333)
LOC111116331	111116331	Crassostrea virginica	uncharacterized LOC111116331(LOC111116331)
LOC111118992	111118992	Crassostrea virginica	heparan sulfate glucosamine 3-O-sulfotransferase 5-like(LOC111118992)
LOC111118990	111118990	Crassostrea virginica	polypyrimidine tract-binding protein 1-like(LOC111118990)
LOC111117657	111117657	Crassostrea virginica	zinc finger protein 90 homolog(LOC111117657)
LOC111116325	111116325	Crassostrea virginica	uncharacterized LOC111116325(LOC111116325)
LOC111129664	111129664	Crassostrea virginica	protocadherin Fat 4-like(LOC111129664)
LOC111104344	111104344	Crassostrea virginica	MAM and LDL-receptor class A domain-containing protein 1-like(LOC111104344)
LOC111128332	111128332	Crassostrea virginica	S1 RNA-binding domain-containing protein 1-like(LOC111128332)
LOC111129661	111129661	Crassostrea virginica	uncharacterized LOC111129661(LOC111129661)
LOC111127009	111127009	Crassostrea virginica	muscle-specific protein 20-like(LOC111127009)
LOC111103018	111103018	Crassostrea virginica	uncharacterized LOC111103018(LOC111103018)
LOC111103019	111103019	Crassostrea virginica	uncharacterized LOC111103019(LOC111103019)
LOC111128337	111128337	Crassostrea virginica	C-1-tetrahydrofolate synthase, cytoplasmic-like(LOC111128337)
LOC111127005	111127005	Crassostrea virginica	conserved oligomeric Golgi complex subunit 8-like(LOC111127005)
LOC111130657	111130657	Crassostrea virginica	ribonuclease Oy-like(LOC111130657)
LOC111103017	111103017	Crassostrea virginica	5'-nucleotidase-like(LOC111103017)
LOC111127007	111127007	Crassostrea virginica	sequestosome-1-like(LOC111127007)
LOC111130655	111130655	Crassostrea virginica	uncharacterized LOC111130655(LOC111130655)
LOC111103014	111103014	Crassostrea virginica	uncharacterized LOC111103014(LOC111103014)
LOC111127008	111127008	Crassostrea virginica	coiled-coil domain-containing protein 22 homolog(LOC111127008)
LOC111129669	111129669	Crassostrea virginica	uncharacterized protein C19orf47-like(LOC111129669)
LOC111105676	111105676	Crassostrea virginica	uncharacterized LOC111105676(LOC111105676)
LOC111104345	111104345	Crassostrea virginica	major vault protein-like(LOC111104345)
LOC111130653	111130653	Crassostrea virginica	mucin-like protein(LOC111130653)
LOC111117651	111117651	Crassostrea virginica	phosphatidylinositol-glycan biosynthesis class X protein-like(LOC111117651)
LOC111130651	111130651	Crassostrea virginica	tubulin polyglutamylase TTLL6-like(LOC111130651)
LOC111117652	111117652	Crassostrea virginica	uncharacterized LOC111117652(LOC111117652)
LOC111116321	111116321	Crassostrea virginica	uncharacterized LOC111116321(LOC111116321)
LOC111118982	111118982	Crassostrea virginica	uncharacterized LOC111118982(LOC111118982)
LOC111130650	111130650	Crassostrea virginica	uncharacterized LOC111130650(LOC111130650)
LOC111117650	111117650	Crassostrea virginica	GA-binding protein subunit beta-1-like(LOC111117650)
LOC111118980	111118980	Crassostrea virginica	uncharacterized LOC111118980(LOC111118980)
LOC111117689	111117689	Crassostrea virginica	protein ERGIC-53-like(LOC111117689)
LOC111129631	111129631	Crassostrea virginica	uncharacterized LOC111129631(LOC111129631)
LOC111129630	111129630	Crassostrea virginica	tripartite motif-containing protein 3-like(LOC111129630)
LOC111104376	111104376	Crassostrea virginica	monocarboxylate transporter 12-like(LOC111104376)
LOC111129633	111129633	Crassostrea virginica	protein phosphatase 1 regulatory subunit 37-like(LOC111129633)
LOC111104373	111104373	Crassostrea virginica	uncharacterized LOC111104373(LOC111104373)
LOC111104372	111104372	Crassostrea virginica	uncharacterized LOC111104372(LOC111104372)
LOC111130618	111130618	Crassostrea virginica	synaptojanin-2-binding protein-like(LOC111130618)
LOC111128308	111128308	Crassostrea virginica	dynactin subunit 3-like(LOC111128308)
LOC111129639	111129639	Crassostrea virginica	uncharacterized LOC111129639(LOC111129639)
LOC111128307	111128307	Crassostrea virginica	uncharacterized LOC111128307(LOC111128307)
LOC111130627	111130627	Crassostrea virginica	probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial(LOC111130627)
LOC111130626	111130626	Crassostrea virginica	fermitin family homolog 2-like(LOC111130626)
LOC111128309	111128309	Crassostrea virginica	neuronal growth regulator 1-like(LOC111128309)
LOC111128303	111128303	Crassostrea virginica	protein FAM98A-like(LOC111128303)
LOC111128306	111128306	Crassostrea virginica	uncharacterized LOC111128306(LOC111128306)
LOC111130622	111130622	Crassostrea virginica	structural maintenance of chromosomes protein 5-like(LOC111130622)
LOC111117682	111117682	Crassostrea virginica	uncharacterized LOC111117682(LOC111117682)
LOC111116350	111116350	Crassostrea virginica	uncharacterized LOC111116350(LOC111116350)
LOC111116348	111116348	Crassostrea virginica	uncharacterized LOC111116348(LOC111116348)
LOC111115015	111115015	Crassostrea virginica	E3 ubiquitin-protein ligase RNF181-like(LOC111115015)
LOC111116346	111116346	Crassostrea virginica	uncharacterized LOC111116346(LOC111116346)
LOC111128311	111128311	Crassostrea virginica	putative glucose-6-phosphate 1-epimerase(LOC111128311)
LOC111131963	111131963	Crassostrea virginica	rho guanine nucleotide exchange factor 39-like(LOC111131963)
LOC111104366	111104366	Crassostrea virginica	MAM and LDL-receptor class A domain-containing protein 1-like(LOC111104366)
LOC111105696	111105696	Crassostrea virginica	coiled-coil domain-containing protein 162-like(LOC111105696)
LOC111103032	111103032	Crassostrea virginica	cryptochrome-1-like(LOC111103032)
LOC111105695	111105695	Crassostrea virginica	coiled-coil domain-containing protein 162-like(LOC111105695)
LOC111105693	111105693	Crassostrea virginica	uncharacterized LOC111105693(LOC111105693)
LOC111104362	111104362	Crassostrea virginica	WD and tetratricopeptide repeats protein 1-like(LOC111104362)
LOC111105692	111105692	Crassostrea virginica	elongation factor Tu-like(LOC111105692)
LOC111104361	111104361	Crassostrea virginica	histone deacetylase complex subunit SAP18-like(LOC111104361)
LOC111104360	111104360	Crassostrea virginica	uncharacterized LOC111104360(LOC111104360)
LOC111128319	111128319	Crassostrea virginica	uncharacterized LOC111128319(LOC111128319)
LOC111130639	111130639	Crassostrea virginica	uncharacterized LOC111130639(LOC111130639)
LOC111130637	111130637	Crassostrea virginica	mucin-like protein(LOC111130637)
LOC111130636	111130636	Crassostrea virginica	anaphase-promoting complex subunit 1-like(LOC111130636)
LOC111128315	111128315	Crassostrea virginica	dual oxidase 2-like(LOC111128315)
LOC111128314	111128314	Crassostrea virginica	uncharacterized LOC111128314(LOC111128314)
LOC111129645	111129645	Crassostrea virginica	uncharacterized LOC111129645(LOC111129645)
LOC111103039	111103039	Crassostrea virginica	uncharacterized LOC111103039(LOC111103039)
LOC111130633	111130633	Crassostrea virginica	guanine nucleotide exchange protein SMCR8-like(LOC111130633)
LOC111104368	111104368	Crassostrea virginica	trithorax group protein osa-like(LOC111104368)
LOC111128316	111128316	Crassostrea virginica	stomatin-like protein 2, mitochondrial(LOC111128316)
LOC111104367	111104367	Crassostrea virginica	C2 domain-containing protein 5-like(LOC111104367)
LOC111117675	111117675	Crassostrea virginica	ATP synthase subunit delta, mitochondrial-like(LOC111117675)
LOC111116340	111116340	Crassostrea virginica	uncharacterized LOC111116340(LOC111116340)
LOC111117672	111117672	Crassostrea virginica	Niemann-Pick C1 protein-like(LOC111117672)
LOC111103060	111103060	Crassostrea virginica	uncharacterized LOC111103060(LOC111103060)
LOC111129691	111129691	Crassostrea virginica	ankyrin repeat and SOCS box protein 2-like(LOC111129691)
LOC111129697	111129697	Crassostrea virginica	uncharacterized LOC111129697(LOC111129697)
LOC111104398	111104398	Crassostrea virginica	peroxiredoxin-like(LOC111104398)
LOC111104397	111104397	Crassostrea virginica	uncharacterized LOC111104397(LOC111104397)
LOC111127037	111127037	Crassostrea virginica	protein O-mannosyl-transferase 1-like(LOC111127037)
LOC111104396	111104396	Crassostrea virginica	mitochondrial glutamate carrier 1-like(LOC111104396)
LOC111129693	111129693	Crassostrea virginica	regulating synaptic membrane exocytosis protein 2-like(LOC111129693)
LOC111104395	111104395	Crassostrea virginica	collagen alpha-1(X) chain-like(LOC111104395)
LOC111128361	111128361	Crassostrea virginica	elongation factor Tu-like(LOC111128361)
LOC111129692	111129692	Crassostrea virginica	uncharacterized LOC111129692(LOC111129692)
LOC111128364	111128364	Crassostrea virginica	kinesin-like protein KIF26B(LOC111128364)
LOC111127032	111127032	Crassostrea virginica	multivesicular body subunit 12B-like(LOC111127032)
LOC111129695	111129695	Crassostrea virginica	uncharacterized LOC111129695(LOC111129695)
LOC111103061	111103061	Crassostrea virginica	coiled-coil domain-containing protein 191-like(LOC111103061)
LOC111129694	111129694	Crassostrea virginica	usherin-like(LOC111129694)
LOC111128369	111128369	Crassostrea virginica	hydrolethalus syndrome protein 1 homolog(LOC111128369)
LOC111130688	111130688	Crassostrea virginica	proton-coupled folate transporter-like(LOC111130688)
LOC111130687	111130687	Crassostrea virginica	uncharacterized LOC111130687(LOC111130687)
LOC111130685	111130685	Crassostrea virginica	neuropeptide Y receptor type 6-like(LOC111130685)
LOC111115044	111115044	Crassostrea virginica	E3 ubiquitin-protein ligase TRIM71-like(LOC111115044)
LOC111130684	111130684	Crassostrea virginica	solute carrier organic anion transporter family member 4A1-like(LOC111130684)
LOC111115046	111115046	Crassostrea virginica	kinesin-like protein KIF23(LOC111115046)
LOC111130681	111130681	Crassostrea virginica	uncharacterized LOC111130681(LOC111130681)
LOC111104380	111104380	Crassostrea virginica	nucleolar MIF4G domain-containing protein 1-like(LOC111104380)
LOC111128371	111128371	Crassostrea virginica	zinc transporter ZIP9-like(LOC111128371)
LOC111128377	111128377	Crassostrea virginica	uncharacterized LOC111128377(LOC111128377)
LOC111104388	111104388	Crassostrea virginica	40S ribosomal protein S4-like(LOC111104388)
LOC111128376	111128376	Crassostrea virginica	uncharacterized LOC111128376(LOC111128376)
LOC111128379	111128379	Crassostrea virginica	tRNA (guanine(26)-N(2))-dimethyltransferase-like(LOC111128379)
LOC111104386	111104386	Crassostrea virginica	uncharacterized LOC111104386(LOC111104386)
LOC111104385	111104385	Crassostrea virginica	peroxidasin-like(LOC111104385)
LOC111103053	111103053	Crassostrea virginica	uncharacterized LOC111103053(LOC111103053)
LOC111104383	111104383	Crassostrea virginica	BEN domain-containing protein 3-like(LOC111104383)
LOC111128375	111128375	Crassostrea virginica	uncharacterized LOC111128375(LOC111128375)
LOC111104382	111104382	Crassostrea virginica	FGFR1 oncogene partner-like(LOC111104382)
LOC111128374	111128374	Crassostrea virginica	coiled-coil domain-containing protein 124-like(LOC111128374)
LOC111104381	111104381	Crassostrea virginica	importin subunit alpha-1-like(LOC111104381)
LOC111130699	111130699	Crassostrea virginica	eukaryotic translation initiation factor 5-like(LOC111130699)
LOC111104389	111104389	Crassostrea virginica	MAM and LDL-receptor class A domain-containing protein 1-like(LOC111104389)
LOC111117697	111117697	Crassostrea virginica	centromere-associated protein E-like(LOC111117697)
LOC111130697	111130697	Crassostrea virginica	centrosomal protein of 112 kDa-like(LOC111130697)
LOC111130696	111130696	Crassostrea virginica	fibrillin-2-like(LOC111130696)
LOC111116365	111116365	Crassostrea virginica	uncharacterized LOC111116365(LOC111116365)
LOC111116362	111116362	Crassostrea virginica	uncharacterized LOC111116362(LOC111116362)
LOC111130693	111130693	Crassostrea virginica	calpain-9-like(LOC111130693)
LOC111117694	111117694	Crassostrea virginica	uncharacterized LOC111117694(LOC111117694)
LOC111130691	111130691	Crassostrea virginica	cyclin-dependent kinase 2-interacting protein-like(LOC111130691)
LOC111117692	111117692	Crassostrea virginica	uncharacterized LOC111117692(LOC111117692)
LOC111130690	111130690	Crassostrea virginica	activated RNA polymerase II transcriptional coactivator p15-like(LOC111130690)
LOC111103080	111103080	Crassostrea virginica	apoptosis regulator BAX-like(LOC111103080)
LOC111128346	111128346	Crassostrea virginica	alpha- and gamma-adaptin-binding protein p34-like(LOC111128346)
LOC111129677	111129677	Crassostrea virginica	uncharacterized LOC111129677(LOC111129677)
LOC111129670	111129670	Crassostrea virginica	probable ADP-dependent glucokinase(LOC111129670)
LOC111116390	111116390	Crassostrea virginica	protein ALP1-like(LOC111116390)
LOC111130669	111130669	Crassostrea virginica	uncharacterized LOC111130669(LOC111130669)
LOC111115060	111115060	Crassostrea virginica	uncharacterized LOC111115060(LOC111115060)
LOC111129678	111129678	Crassostrea virginica	uncharacterized LOC111129678(LOC111129678)
LOC111128349	111128349	Crassostrea virginica	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like(LOC111128349)
LOC111130663	111130663	Crassostrea virginica	uncharacterized LOC111130663(LOC111130663)
LOC111116395	111116395	Crassostrea virginica	uncharacterized protein F54H12.2-like(LOC111116395)
LOC111115063	111115063	Crassostrea virginica	uncharacterized LOC111115063(LOC111115063)
LOC111116396	111116396	Crassostrea virginica	uncharacterized LOC111116396(LOC111116396)
LOC111115064	111115064	Crassostrea virginica	ras-related protein Rab-31-like(LOC111115064)
LOC111129680	111129680	Crassostrea virginica	protein sel-1 homolog 1-like(LOC111129680)
LOC111115059	111115059	Crassostrea virginica	low-density lipoprotein receptor-related protein 6-like(LOC111115059)
LOC111127026	111127026	Crassostrea virginica	bromodomain-containing protein 3-like(LOC111127026)
LOC111128351	111128351	Crassostrea virginica	probable tubulin polyglutamylase TTLL1(LOC111128351)
LOC111128350	111128350	Crassostrea virginica	uncharacterized LOC111128350(LOC111128350)
LOC111103072	111103072	Crassostrea virginica	enoyl-CoA hydratase domain-containing protein 3, mitochondrial-like(LOC111103072)
LOC111127022	111127022	Crassostrea virginica	uncharacterized LOC111127022(LOC111127022)
LOC111115050	111115050	Crassostrea virginica	ankyrin repeat and zinc finger domain-containing protein 1-like(LOC111115050)
LOC111128359	111128359	Crassostrea virginica	sacsin-like(LOC111128359)
LOC111130679	111130679	Crassostrea virginica	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like(LOC111130679)
LOC111130678	111130678	Crassostrea virginica	receptor expression-enhancing protein 5-like(LOC111130678)
LOC111130676	111130676	Crassostrea virginica	mucin-3B-like(LOC111130676)
LOC111116389	111116389	Crassostrea virginica	uncharacterized LOC111116389(LOC111116389)
LOC111115058	111115058	Crassostrea virginica	probable ATP-dependent RNA helicase DDX23(LOC111115058)
LOC111130672	111130672	Crassostrea virginica	tripartite motif-containing protein 2-like(LOC111130672)
LOC111127071	111127071	Crassostrea virginica	F-box/LRR-repeat protein 2-like(LOC111127071)
LOC111127072	111127072	Crassostrea virginica	radial spoke head protein 6 homolog A-like(LOC111127072)
LOC111127078	111127078	Crassostrea virginica	transmembrane protein 145-like(LOC111127078)
LOC111127075	111127075	Crassostrea virginica	protein tumorous imaginal discs, mitochondrial-like(LOC111127075)
LOC111115080	111115080	Crassostrea virginica	retinol dehydrogenase 13-like(LOC111115080)
LOC111115088	111115088	Crassostrea virginica	protein PML-like(LOC111115088)
LOC111115087	111115087	Crassostrea virginica	lysosomal acid phosphatase-like(LOC111115087)
LOC111127081	111127081	Crassostrea virginica	uncharacterized LOC111127081(LOC111127081)
LOC111127082	111127082	Crassostrea virginica	ovochymase-2-like(LOC111127082)
LOC111103090	111103090	Crassostrea virginica	putative GPI-anchored protein pfl2(LOC111103090)
LOC111127084	111127084	Crassostrea virginica	uncharacterized LOC111127084(LOC111127084)
LOC111127089	111127089	Crassostrea virginica	uncharacterized LOC111127089(LOC111127089)
LOC111103096	111103096	Crassostrea virginica	nuclear pore complex protein Nup160-like(LOC111103096)
LOC111127086	111127086	Crassostrea virginica	glucocorticoid modulatory element-binding protein 2-like(LOC111127086)
LOC111103097	111103097	Crassostrea virginica	transcription initiation factor TFIID subunit 3-like(LOC111103097)
LOC111103095	111103095	Crassostrea virginica	titin-like(LOC111103095)
LOC111115072	111115072	Crassostrea virginica	insulin-induced gene 2 protein-like(LOC111115072)
LOC111115079	111115079	Crassostrea virginica	uncharacterized LOC111115079(LOC111115079)
LOC111128381	111128381	Crassostrea virginica	uncharacterized LOC111128381(LOC111128381)
